Autonomie_batterie,Nb_coeurs,Marque,Ville_vente,Reconditionne,Garantie_disponible,Frequence_CPU,Nb_appareils_photo,Reconnaissance_faciale,Gamme,Etat_esthetique,Score_performance,Charge_rapide,Double_SIM,Stockage_interne,Prix
28.0,6,Honor,Agadir,0.0,0,997.59,3,0.0,Moyenne,80,81.52,1,0,512,4981.65
72.0,8,Xiaomi Redmi,Casablanca,0.0,1,940.03,3,0.0,Moyenne,87,72.45,1,0,128,6579.12
56.0,7,Xiaomi Redmi,Marrakech,1.0,1,978.36,3,0.0,Moyenne,55,76.96,0,1,256,4684.94
40.0,8,Honor,Casablanca,1.0,0,994.95,1,0.0,Moyenne,33,88.74,0,0,512,4341.89
45.0,6,Samsung Galaxy,Marrakech,0.0,0,1699.03,4,0.0,Supérieure,77,81.08,1,0,128,7240.03
63.0,5,Xiaomi Redmi,Marrakech,1.0,0,1193.09,0,1.0,Moyenne,33,83.24,1,1,128,6951.94
39.0,9,Honor,Casablanca,1.0,0,790.29,4,1.0,Entrée,76,85.56,1,1,1000,3057.74
46.0,7,Xiaomi Redmi,Agadir,0.0,0,1248.48,1,1.0,Moyenne,87,63.88,0,1,1000,6997.2
52.0,2,iPhone,Marrakech,1.0,0,1147.66,0,0.0,Premium,81,49.5,0,0,128,10741.03
68.0,3,Xiaomi Redmi,Marrakech,1.0,0,887.65,1,0.0,Moyenne,28,63.46,0,1,512,6086.16
33.0,2,Xiaomi Redmi,Casablanca,1.0,0,797.57,3,1.0,Moyenne,43,67.01,1,1,256,5263.77
46.0,9,Oppo,Casablanca,1.0,1,755.69,1,0.0,Moyenne,86,70.24,0,1,256,4251.8
33.0,5,iPhone,Agadir,1.0,0,856.63,1,1.0,Supérieure,43,58.25,1,1,256,9948.41
54.0,9,Xiaomi Redmi,Casablanca,0.0,1,1092.23,0,0.0,Moyenne,70,51.63,1,0,256,5360.12
,5,Xiaomi Redmi,Casablanca,1.0,0,883.65,2,0.0,Moyenne,67,81.75,1,1,512,5959.26
46.0,6,Honor,Agadir,1.0,0,1382.03,4,1.0,Moyenne,14,89.16,1,1,1000,4514.84
44.0,5,Samsung Galaxy,Agadir,1.0,0,961.78,0,0.0,Supérieure,59,95.15,1,0,256,9646.19
48.0,6,Samsung Galaxy,Casablanca,0.0,1,1255.91,2,1.0,Supérieure,2,63.42,0,1,1000,9332.25
41.0,1,Oppo,Agadir,1.0,0,1260.94,4,1.0,Entrée,3,73.13,0,1,512,2922.38
48.0,1,Samsung Galaxy,Marrakech,1.0,1,827.1,2,0.0,Supérieure,12,61.74,0,0,512,7346.68
66.0,1,iPhone,Rabat,0.0,0,912.37,3,0.0,Premium,12,59.17,1,0,512,10741.86
38.0,6,Samsung Galaxy,Rabat,0.0,1,787.16,4,0.0,Supérieure,61,112.93,1,1,1000,9824.29
51.0,4,Samsung Galaxy,Rabat,0.0,1,965.47,0,1.0,Supérieure,14,59.92,0,0,128,8500.79
49.0,3,Samsung Galaxy,Agadir,1.0,1,1657.23,0,1.0,Supérieure,72,32.78,0,1,128,8841.17
56.0,5,Honor,Casablanca,1.0,1,841.0,3,1.0,Entrée,98,56.26,0,0,256,3251.06
41.0,8,Xiaomi Redmi,Rabat,0.0,1,739.86,1,0.0,Moyenne,30,43.79,1,1,1000,4507.43
48.0,4,Honor,Casablanca,1.0,0,1273.1,1,1.0,Entrée,72,50.45,0,0,256,3411.78
53.0,3,Oppo,Casablanca,1.0,1,869.97,1,0.0,Entrée,19,80.13,1,1,128,2567.41
66.0,7,Samsung Galaxy,Rabat,0.0,1,765.85,4,1.0,Supérieure,35,95.16,1,0,1000,8280.13
61.0,3,Honor,Rabat,0.0,0,1045.29,3,0.0,Entrée,61,49.74,1,1,128,2712.16
28.0,9,iPhone,Rabat,1.0,0,1086.31,3,1.0,Premium,95,70.13,1,0,512,11649.13
40.0,9,iPhone,Casablanca,1.0,0,1082.87,0,1.0,Premium,85,82.52,1,0,1000,10753.9
65.0,5,iPhone,Marrakech,1.0,1,1257.91,4,0.0,Premium,2,63.88,0,1,256,11796.34
48.0,7,Samsung Galaxy,Rabat,1.0,1,1196.7,1,1.0,Supérieure,43,74.25,1,1,128,7700.37
41.0,8,Oppo,Casablanca,1.0,0,1209.1,3,0.0,Entrée,38,92.34,1,0,256,2750.68
47.0,4,Xiaomi Redmi,Marrakech,0.0,1,1373.15,2,0.0,Moyenne,15,73.64,1,0,256,5554.86
38.0,5,Samsung Galaxy,Rabat,0.0,1,904.51,1,1.0,Supérieure,8,45.17,0,1,512,7890.41
54.0,1,iPhone,Casablanca,0.0,1,1135.64,1,0.0,Supérieure,80,74.2,1,0,1000,9022.96
61.0,2,Oppo,Agadir,1.0,0,1148.2,1,0.0,Entrée,7,83.45,0,0,256,2655.76
36.0,8,Honor,Marrakech,0.0,1,833.83,2,1.0,Moyenne,82,90.74,1,1,512,4265.65
49.0,1,Honor,Rabat,0.0,0,943.37,2,0.0,Entrée,55,76.04,0,0,1000,3242.41
37.0,8,Samsung Galaxy,Casablanca,0.0,1,1078.08,4,1.0,Supérieure,88,76.02,1,1,1000,9895.46
33.0,1,Honor,Marrakech,1.0,0,647.59,4,0.0,Entrée,1,79.56,1,0,512,2920.28
56.0,4,Samsung Galaxy,Rabat,0.0,0,892.7,3,1.0,Supérieure,92,69.57,1,1,128,7861.59
45.0,7,Oppo,Marrakech,0.0,0,900.26,2,1.0,Moyenne,35,74.69,1,1,128,4577.98
54.0,9,Xiaomi Redmi,Rabat,1.0,0,809.57,4,0.0,Moyenne,1,54.83,1,0,128,6315.3
43.0,2,Xiaomi Redmi,Marrakech,0.0,0,1004.37,0,1.0,Moyenne,20,70.64,1,1,256,4677.17
54.0,4,Samsung Galaxy,Rabat,1.0,0,1115.26,2,0.0,Supérieure,17,61.08,1,1,512,7905.85
49.0,9,Samsung Galaxy,Agadir,0.0,1,1036.06,3,1.0,Supérieure,66,58.19,1,0,1000,7993.82
57.0,5,Honor,Marrakech,1.0,0,1183.44,3,1.0,Entrée,87,87.42,0,1,128,2959.76
22.0,4,iPhone,Marrakech,0.0,1,1445.54,1,0.0,Premium,36,68.26,1,0,256,10605.88
31.0,2,Xiaomi Redmi,Casablanca,1.0,1,966.17,1,0.0,Moyenne,24,74.24,1,0,512,5155.72
75.0,4,Samsung Galaxy,Casablanca,1.0,0,1406.87,0,1.0,Supérieure,38,97.9,1,0,1000,8790.83
20.0,2,Honor,Rabat,0.0,1,1133.07,1,1.0,Entrée,84,90.95,0,1,512,3193.93
67.0,7,Honor,Marrakech,0.0,0,1118.6,0,0.0,Entrée,88,83.13,0,0,128,3609.4
42.0,7,iPhone,Marrakech,1.0,0,885.09,2,0.0,Premium,95,54.95,0,0,512,10512.46
72.0,2,Samsung Galaxy,Rabat,0.0,0,1032.09,1,0.0,Supérieure,25,93.07,1,0,256,8113.69
51.0,5,Samsung Galaxy,Agadir,0.0,0,937.51,4,1.0,Supérieure,56,80.68,0,0,256,9265.81
57.0,6,iPhone,Casablanca,1.0,1,1365.04,3,0.0,Premium,68,63.39,1,0,1000,11150.66
61.0,4,Oppo,Agadir,0.0,1,805.07,0,0.0,Entrée,14,63.43,0,0,512,3539.34
56.0,7,Honor,Agadir,0.0,0,1047.86,1,0.0,Moyenne,76,84.02,1,1,512,4558.82
42.0,3,Samsung Galaxy,Rabat,1.0,1,908.45,1,0.0,Supérieure,30,90.42,0,1,128,8376.82
59.0,8,Oppo,Rabat,1.0,1,780.23,1,1.0,Moyenne,52,80.54,0,1,512,4858.02
45.0,9,iPhone,Casablanca,1.0,1,1025.35,0,0.0,Supérieure,78,71.06,1,1,128,9150.93
54.0,4,iPhone,Rabat,0.0,1,982.5,3,0.0,Supérieure,78,96.68,0,1,1000,9586.84
51.0,5,iPhone,Marrakech,0.0,1,1496.9,1,0.0,Premium,71,80.37,0,1,1000,10812.54
53.0,1,iPhone,Rabat,1.0,1,982.66,2,0.0,Premium,1,115.68,1,1,512,10460.29
55.0,5,Oppo,Agadir,0.0,0,1134.57,1,0.0,Entrée,87,54.64,0,0,256,2971.96
68.0,7,Samsung Galaxy,Rabat,1.0,0,1057.15,4,0.0,Supérieure,21,62.74,0,0,256,9284.21
43.0,1,Oppo,Agadir,1.0,1,578.75,2,1.0,Entrée,52,61.95,0,0,1000,3000.93
48.0,3,Oppo,Rabat,1.0,1,876.77,3,0.0,Entrée,66,43.8,1,1,1000,3730.04
49.0,6,Honor,Marrakech,0.0,0,1179.82,4,0.0,Entrée,31,48.61,1,1,128,2856.91
53.0,7,Honor,Casablanca,0.0,0,731.23,3,1.0,Entrée,77,93.36,1,1,512,3942.88
55.0,2,Honor,Casablanca,1.0,1,1361.36,2,0.0,Moyenne,27,77.13,1,1,128,4536.93
47.0,6,Oppo,Agadir,1.0,0,1133.77,3,1.0,Entrée,84,77.81,1,0,1000,3983.4
37.0,7,Samsung Galaxy,Rabat,1.0,0,886.55,1,1.0,Supérieure,31,79.72,1,0,128,9887.42
65.0,6,iPhone,Rabat,1.0,0,1088.76,1,0.0,Premium,68,100.43,1,1,1000,11467.91
54.0,8,Samsung Galaxy,Marrakech,0.0,1,1175.41,0,0.0,Supérieure,54,74.72,0,1,256,7981.52
53.0,4,Samsung Galaxy,Agadir,0.0,1,961.75,2,1.0,Supérieure,30,68.47,0,0,1000,9588.58
45.0,1,Samsung Galaxy,Agadir,0.0,0,1038.14,1,1.0,Supérieure,82,62.24,1,1,256,8021.47
47.0,5,iPhone,Rabat,0.0,1,1026.23,3,0.0,Premium,56,95.48,1,1,128,11253.69
46.0,8,Honor,Rabat,0.0,0,697.55,3,0.0,Entrée,35,103.8,1,1,128,3341.08
79.0,9,Honor,Casablanca,0.0,1,990.91,3,0.0,Moyenne,25,72.93,0,1,128,4940.51
63.0,1,Oppo,Casablanca,0.0,0,820.75,1,1.0,Entrée,69,76.37,0,1,1000,3957.3
30.0,9,Samsung Galaxy,Marrakech,0.0,0,771.91,3,1.0,Supérieure,96,26.19,0,0,128,9604.15
50.0,1,iPhone,Casablanca,0.0,1,762.22,1,1.0,Premium,46,83.32,0,0,512,10016.57
58.0,6,Honor,Rabat,0.0,1,891.01,4,0.0,Entrée,18,81.72,1,0,256,3908.23
67.0,7,iPhone,Marrakech,0.0,0,885.35,2,0.0,Supérieure,59,74.67,1,0,1000,9887.93
,8,Oppo,Rabat,1.0,1,1128.35,2,1.0,Moyenne,21,66.98,0,1,1000,4435.04
35.0,5,Samsung Galaxy,Casablanca,0.0,1,734.13,2,0.0,Supérieure,3,101.5,0,0,512,8463.07
53.0,8,Xiaomi Redmi,Marrakech,0.0,1,1076.46,2,0.0,Moyenne,89,50.96,0,1,512,5879.21
40.0,2,Oppo,Agadir,1.0,0,1547.86,4,0.0,Entrée,92,77.06,1,0,128,2866.04
35.0,4,Xiaomi Redmi,Marrakech,1.0,0,805.63,0,0.0,Moyenne,80,84.01,0,0,512,6627.96
46.0,8,Samsung Galaxy,Agadir,1.0,0,819.45,4,1.0,Supérieure,77,72.19,1,0,256,7143.1
44.0,2,Xiaomi Redmi,Casablanca,0.0,0,1532.67,3,0.0,Moyenne,69,79.94,1,1,256,6123.54
46.0,5,iPhone,Agadir,0.0,1,972.72,1,0.0,Premium,95,58.81,0,0,256,10334.53
46.0,8,Samsung Galaxy,Rabat,1.0,0,1042.52,1,1.0,Supérieure,8,79.31,0,1,128,9240.18
63.0,1,Honor,Marrakech,1.0,0,1389.12,1,1.0,Entrée,26,84.3,1,1,1000,3270.97
53.0,2,Oppo,Rabat,1.0,1,1044.37,2,0.0,Entrée,47,101.84,1,1,128,3332.38
67.0,4,Xiaomi Redmi,Rabat,0.0,0,857.2,1,1.0,Moyenne,51,77.13,1,0,1000,6723.45
61.0,4,iPhone,Casablanca,0.0,1,1282.4,1,1.0,Supérieure,9,61.81,1,0,256,9291.52
48.0,2,Samsung Galaxy,Casablanca,1.0,1,841.08,1,1.0,Supérieure,70,60.81,0,0,128,9691.15
49.0,8,Samsung Galaxy,Agadir,1.0,0,1061.11,1,1.0,Supérieure,33,91.49,1,0,128,9590.54
55.0,9,Xiaomi Redmi,Casablanca,0.0,1,1378.59,0,1.0,Moyenne,1,78.85,0,0,512,5640.16
40.0,1,Honor,Marrakech,,1,1293.55,4,0.0,Entrée,23,74.11,0,0,512,2960.75
38.0,3,Samsung Galaxy,Casablanca,0.0,0,941.49,1,1.0,Supérieure,83,59.44,1,1,128,9349.05
37.0,5,iPhone,Casablanca,1.0,1,1303.2,3,0.0,Premium,74,78.42,1,1,128,11176.58
47.0,4,Oppo,Rabat,0.0,0,514.78,1,0.0,Entrée,75,68.86,0,0,128,3236.95
57.0,5,Xiaomi Redmi,Casablanca,1.0,1,1002.69,3,1.0,Moyenne,55,63.08,1,0,1000,4923.65
43.0,5,Oppo,Casablanca,0.0,1,1081.01,2,0.0,Entrée,63,59.24,1,1,256,3280.53
61.0,7,Oppo,Marrakech,1.0,1,747.87,1,1.0,Entrée,31,72.47,1,1,512,3094.46
65.0,9,Oppo,Casablanca,0.0,0,1011.6,4,1.0,Entrée,93,82.36,1,1,128,2925.47
56.0,2,Honor,Rabat,1.0,0,1004.82,0,1.0,Entrée,35,74.97,0,1,128,3907.94
56.0,6,Samsung Galaxy,Marrakech,0.0,0,829.62,2,1.0,Supérieure,88,66.04,0,0,128,7867.4
27.0,2,Samsung Galaxy,Marrakech,1.0,1,1424.44,1,0.0,Supérieure,99,82.49,1,0,128,9171.74
38.0,7,Honor,Marrakech,0.0,1,1064.4,1,1.0,Moyenne,89,90.95,1,1,512,4844.15
43.0,8,Oppo,Marrakech,0.0,0,692.82,1,1.0,Entrée,65,44.52,0,0,512,2768.48
49.0,9,iPhone,Agadir,0.0,1,796.94,1,0.0,Supérieure,71,96.4,1,0,512,9680.39
60.0,2,Xiaomi Redmi,Casablanca,0.0,1,925.2,2,0.0,Moyenne,38,95.89,1,0,256,6177.53
29.0,5,Oppo,Casablanca,1.0,1,870.35,0,1.0,Moyenne,53,82.66,1,1,512,4689.76
58.0,1,Samsung Galaxy,Rabat,1.0,0,952.74,0,0.0,Supérieure,49,59.54,1,1,1000,8064.61
44.0,9,Samsung Galaxy,Marrakech,0.0,0,1023.43,1,0.0,Supérieure,23,81.0,0,1,512,8015.87
29.0,1,Honor,Marrakech,1.0,1,932.06,0,0.0,Entrée,72,59.09,0,0,256,2708.16
46.0,7,iPhone,Marrakech,0.0,1,844.29,2,1.0,Premium,25,85.35,0,1,256,10448.37
61.0,8,Samsung Galaxy,Marrakech,1.0,0,1434.82,2,0.0,Supérieure,66,70.01,1,0,512,8943.5
45.0,7,Samsung Galaxy,Rabat,0.0,1,1212.09,3,1.0,Supérieure,46,62.45,1,1,128,8739.32
43.0,1,Samsung Galaxy,Casablanca,1.0,1,827.68,1,1.0,Supérieure,89,83.18,0,1,1000,9616.47
31.0,3,Oppo,Rabat,0.0,1,976.58,0,0.0,Entrée,37,88.22,1,0,128,3911.43
56.0,8,Xiaomi Redmi,Marrakech,0.0,1,628.58,4,0.0,Moyenne,52,107.1,1,1,128,5984.56
47.0,3,Oppo,Agadir,0.0,0,1034.57,1,1.0,Moyenne,31,88.54,0,0,1000,4784.06
67.0,8,iPhone,Rabat,0.0,0,1051.57,1,0.0,Premium,73,57.24,0,1,1000,11920.31
30.0,2,Oppo,Rabat,1.0,0,820.3,2,0.0,Moyenne,98,79.54,0,0,256,4265.54
53.0,2,Honor,Agadir,0.0,0,1011.12,4,1.0,Entrée,7,74.7,0,1,512,2698.95
56.0,2,Samsung Galaxy,Agadir,1.0,0,1050.56,3,0.0,Supérieure,50,76.42,1,1,1000,7533.7
73.0,3,Xiaomi Redmi,Marrakech,0.0,1,972.34,3,0.0,Moyenne,5,49.33,1,1,256,4589.25
53.0,8,Honor,Casablanca,0.0,1,892.02,1,1.0,Entrée,90,98.76,1,1,128,3888.09
44.0,9,Oppo,Marrakech,0.0,0,1159.26,2,1.0,Entrée,82,87.84,1,0,1000,3631.34
54.0,6,Honor,Marrakech,1.0,1,1252.06,0,1.0,Entrée,73,70.04,1,1,1000,2768.25
49.0,5,Samsung Galaxy,Casablanca,0.0,1,1057.47,0,0.0,Supérieure,50,57.97,1,0,512,7384.38
43.0,6,Samsung Galaxy,Casablanca,0.0,0,850.63,4,0.0,Supérieure,82,83.01,1,0,1000,9517.87
35.0,2,Xiaomi Redmi,Casablanca,1.0,0,965.57,2,0.0,Moyenne,74,73.55,1,1,1000,4833.59
72.0,1,Samsung Galaxy,Marrakech,0.0,1,1190.12,2,1.0,Supérieure,22,89.42,0,1,1000,8775.79
42.0,9,iPhone,Rabat,1.0,1,633.73,2,0.0,Premium,19,63.58,0,1,512,11258.86
56.0,8,Honor,Casablanca,0.0,1,1163.14,1,1.0,Entrée,57,57.26,0,0,512,3802.55
52.0,5,iPhone,Marrakech,0.0,0,1140.56,2,0.0,Premium,27,65.41,0,1,1000,10486.54
64.0,2,Samsung Galaxy,Marrakech,1.0,1,953.47,0,0.0,Supérieure,82,58.95,1,0,1000,9270.86
42.0,8,Honor,Marrakech,1.0,0,659.36,2,0.0,Entrée,89,72.62,0,0,128,3138.51
32.0,7,iPhone,Rabat,0.0,1,1215.41,3,1.0,Supérieure,90,70.88,0,0,512,9738.8
56.0,8,Honor,Agadir,0.0,0,1000.12,1,1.0,Moyenne,47,83.67,1,1,1000,4215.93
53.0,5,Samsung Galaxy,Casablanca,0.0,0,1215.86,4,0.0,Supérieure,53,77.81,0,1,256,9374.47
41.0,4,iPhone,Agadir,0.0,0,874.55,1,0.0,Premium,44,67.42,1,1,256,10387.06
55.0,8,Samsung Galaxy,Rabat,1.0,0,1122.84,1,1.0,Supérieure,32,83.1,1,0,128,7076.4
49.0,3,Oppo,Casablanca,0.0,0,1230.08,1,1.0,Entrée,51,93.1,0,0,256,3644.08
50.0,8,Samsung Galaxy,Agadir,0.0,0,784.33,3,0.0,Supérieure,73,57.9,0,1,512,8353.37
73.0,7,Oppo,Marrakech,0.0,1,972.37,4,0.0,Entrée,70,87.28,1,1,128,2906.69
55.0,6,iPhone,Rabat,1.0,1,1295.59,1,1.0,Supérieure,87,93.51,1,0,256,9933.52
39.0,3,Xiaomi Redmi,Rabat,0.0,1,832.37,0,1.0,Moyenne,43,60.47,0,0,512,4516.44
52.0,4,Samsung Galaxy,Rabat,0.0,1,1057.01,1,1.0,Supérieure,81,79.3,1,0,256,8391.44
50.0,8,Xiaomi Redmi,Casablanca,0.0,1,1033.02,2,1.0,Moyenne,21,73.7,0,0,1000,6372.55
44.0,3,iPhone,Agadir,0.0,1,697.16,0,1.0,Premium,44,71.06,1,1,256,10856.2
40.0,6,Honor,Marrakech,0.0,0,1278.85,3,0.0,Moyenne,34,53.48,1,1,256,4222.25
39.0,3,iPhone,Agadir,0.0,0,788.39,3,0.0,Supérieure,24,57.76,0,0,256,9803.89
57.0,3,iPhone,Marrakech,0.0,0,981.82,0,1.0,Supérieure,89,72.86,1,0,1000,9579.8
56.0,5,Xiaomi Redmi,Agadir,1.0,0,1140.27,4,0.0,Moyenne,33,67.41,1,1,128,5163.24
51.0,5,Samsung Galaxy,Rabat,0.0,1,1235.55,0,0.0,Supérieure,31,77.96,0,1,1000,8580.9
64.0,8,Oppo,Marrakech,0.0,1,958.15,0,1.0,Entrée,63,32.31,1,0,256,3750.48
44.0,3,Oppo,Rabat,1.0,0,1147.98,3,0.0,Entrée,14,52.09,1,1,1000,3622.86
33.0,8,Honor,Rabat,0.0,1,832.9,2,0.0,Entrée,89,77.53,1,1,1000,3386.08
50.0,2,Xiaomi Redmi,Rabat,0.0,0,1098.46,3,1.0,Moyenne,75,66.43,1,1,128,5927.12
41.0,3,iPhone,Rabat,0.0,1,840.55,3,1.0,Premium,17,78.08,1,1,512,11520.11
48.0,2,Samsung Galaxy,Casablanca,1.0,0,1181.67,0,0.0,Supérieure,37,90.67,1,1,1000,8896.17
63.0,1,Honor,Marrakech,1.0,1,821.62,3,1.0,Moyenne,68,69.92,1,0,128,4250.0
52.0,8,Samsung Galaxy,Agadir,0.0,0,1410.17,2,0.0,Supérieure,43,77.03,0,1,256,7421.4
,3,Samsung Galaxy,Marrakech,,1,1491.69,3,1.0,Supérieure,50,62.68,0,1,256,8137.94
51.0,9,Samsung Galaxy,Rabat,1.0,0,982.18,0,0.0,Supérieure,38,54.1,1,0,128,7991.78
64.0,7,iPhone,Marrakech,1.0,1,950.71,2,1.0,Premium,73,66.6,0,0,512,10410.41
54.0,8,Samsung Galaxy,Casablanca,1.0,0,995.54,2,1.0,Supérieure,85,76.64,0,1,512,8323.52
62.0,2,Xiaomi Redmi,Rabat,0.0,1,1195.16,3,0.0,Moyenne,5,69.39,0,0,128,5017.94
71.0,9,iPhone,Rabat,1.0,0,1154.91,2,0.0,Supérieure,2,57.64,0,1,128,9989.25
53.0,7,Honor,Marrakech,1.0,1,1389.34,0,1.0,Entrée,63,73.42,1,0,1000,2730.79
22.0,3,Honor,Casablanca,0.0,1,1072.46,2,0.0,Entrée,90,81.38,1,0,512,2855.26
46.0,6,iPhone,Agadir,0.0,0,669.51,3,0.0,Supérieure,51,83.79,0,0,256,9023.77
47.0,9,Honor,Marrakech,1.0,0,1079.56,0,0.0,Moyenne,16,92.02,1,0,512,4507.03
48.0,6,Samsung Galaxy,Marrakech,0.0,1,1238.03,3,0.0,Supérieure,65,45.48,0,0,1000,7175.16
35.0,8,Honor,Agadir,0.0,1,1219.1,4,0.0,Entrée,86,77.45,0,0,512,3801.41
46.0,3,Honor,Rabat,1.0,1,1315.02,3,0.0,Entrée,59,73.16,0,1,1000,3210.18
44.0,8,Xiaomi Redmi,Casablanca,0.0,1,737.83,3,0.0,Moyenne,98,81.35,1,0,512,6824.83
60.0,1,Samsung Galaxy,Marrakech,0.0,0,1138.19,3,1.0,Supérieure,67,82.0,1,1,512,8993.57
52.0,2,Oppo,Agadir,0.0,0,782.95,2,1.0,Entrée,2,87.85,0,0,128,3445.15
39.0,4,Honor,Agadir,1.0,1,883.97,2,1.0,Entrée,73,75.59,1,0,512,3889.23
64.0,3,Xiaomi Redmi,Marrakech,0.0,0,1048.85,0,1.0,Moyenne,40,50.77,0,0,1000,6684.87
49.0,3,Honor,Casablanca,0.0,1,722.28,0,0.0,Moyenne,93,76.58,1,1,512,4891.93
52.0,1,iPhone,Agadir,1.0,0,1132.72,0,1.0,Supérieure,73,78.55,0,0,1000,9601.99
32.0,3,Oppo,Agadir,1.0,0,1186.35,2,0.0,Entrée,93,79.72,0,1,1000,3493.94
57.0,7,Xiaomi Redmi,Casablanca,1.0,1,719.05,3,1.0,Moyenne,69,69.96,0,1,512,6512.92
,4,Xiaomi Redmi,Rabat,0.0,1,1130.35,4,0.0,Moyenne,41,68.95,0,0,128,5793.92
57.0,3,Honor,Marrakech,0.0,1,1013.21,2,0.0,Moyenne,73,65.81,0,1,512,4184.85
46.0,3,Honor,Agadir,0.0,1,956.94,3,0.0,Entrée,7,78.81,1,1,1000,3346.43
50.0,5,Honor,Agadir,1.0,0,1039.34,1,0.0,Entrée,48,72.66,1,1,128,3157.14
36.0,6,Oppo,Agadir,1.0,1,1027.14,4,1.0,Moyenne,93,65.43,1,0,128,4696.52
46.0,5,Samsung Galaxy,Casablanca,1.0,1,912.46,1,0.0,Supérieure,37,92.34,0,0,512,8641.95
44.0,3,Oppo,Rabat,1.0,0,1070.01,4,1.0,Moyenne,23,83.32,0,0,512,4714.83
57.0,7,Xiaomi Redmi,Agadir,1.0,1,801.02,1,0.0,Moyenne,59,97.92,0,1,256,5711.95
48.0,8,Honor,Marrakech,1.0,0,1181.66,3,1.0,Entrée,54,81.21,0,1,128,2942.88
53.0,9,Samsung Galaxy,Rabat,1.0,0,891.95,3,1.0,Supérieure,13,79.01,1,1,128,7450.55
58.0,1,Xiaomi Redmi,Casablanca,0.0,1,1005.98,4,1.0,Moyenne,42,90.71,0,1,128,6821.5
35.0,2,Oppo,Agadir,0.0,0,789.39,2,0.0,Entrée,40,63.21,0,1,1000,3247.56
42.0,4,Samsung Galaxy,Agadir,1.0,0,778.45,3,1.0,Supérieure,91,67.8,1,0,256,7760.97
61.0,5,Xiaomi Redmi,Marrakech,,1,1044.04,1,1.0,Moyenne,67,62.31,0,1,128,5759.59
49.0,2,Honor,Rabat,0.0,1,1118.4,0,0.0,Entrée,14,82.95,0,0,128,2645.85
45.0,8,Honor,Casablanca,1.0,1,824.97,3,0.0,Moyenne,93,62.84,0,1,1000,4753.87
61.0,8,Samsung Galaxy,Casablanca,1.0,1,1015.29,2,0.0,Supérieure,88,77.34,1,1,128,7159.33
60.0,7,Samsung Galaxy,Rabat,1.0,1,980.46,2,1.0,Supérieure,19,93.37,1,1,512,9293.3
54.0,3,Oppo,Agadir,0.0,1,1137.72,4,0.0,Entrée,34,95.86,0,1,256,2820.42
61.0,3,iPhone,Rabat,0.0,1,908.65,3,1.0,Premium,87,57.72,1,1,256,11788.31
49.0,4,Oppo,Agadir,0.0,0,841.23,0,1.0,Moyenne,80,75.27,0,1,256,4103.24
54.0,2,Xiaomi Redmi,Marrakech,1.0,0,824.97,4,0.0,Moyenne,77,66.81,1,0,512,6977.83
69.0,6,Honor,Marrakech,0.0,1,893.17,2,0.0,Moyenne,70,62.5,0,1,1000,4125.77
47.0,4,Samsung Galaxy,Agadir,0.0,0,974.86,1,1.0,Supérieure,91,78.71,1,1,1000,9004.08
52.0,3,Samsung Galaxy,Marrakech,1.0,0,1195.82,3,1.0,Supérieure,26,64.41,0,0,512,8997.23
53.0,4,Oppo,Casablanca,1.0,1,985.66,4,1.0,Moyenne,78,81.08,0,1,512,4143.34
40.0,6,Xiaomi Redmi,Casablanca,1.0,0,984.13,1,1.0,Moyenne,43,62.5,1,1,256,6071.63
43.0,6,Honor,Casablanca,0.0,1,884.27,0,1.0,Entrée,54,76.27,1,1,512,3866.02
39.0,2,Samsung Galaxy,Marrakech,1.0,1,1087.87,2,0.0,Supérieure,78,70.09,1,0,256,9988.45
63.0,4,iPhone,Rabat,0.0,1,1089.02,2,1.0,Supérieure,5,72.04,0,1,1000,9772.33
51.0,6,iPhone,Rabat,0.0,1,861.47,3,0.0,Premium,99,72.54,0,1,128,11252.6
56.0,4,iPhone,Agadir,0.0,1,892.98,1,0.0,Supérieure,28,72.51,1,1,512,9844.97
51.0,6,Oppo,Agadir,0.0,0,923.95,1,1.0,Entrée,50,65.49,0,1,1000,3222.85
57.0,8,Xiaomi Redmi,Marrakech,0.0,1,742.39,2,1.0,Moyenne,19,65.45,0,0,1000,4562.93
63.0,6,Xiaomi Redmi,Agadir,1.0,0,752.28,0,1.0,Moyenne,76,67.19,1,0,256,5291.64
33.0,3,Honor,Casablanca,0.0,1,850.23,3,1.0,Entrée,71,78.53,1,0,256,2567.76
56.0,8,Oppo,Agadir,0.0,0,1147.78,3,1.0,Entrée,75,90.24,0,0,512,3989.69
40.0,9,Xiaomi Redmi,Agadir,0.0,1,918.78,1,1.0,Moyenne,48,76.02,0,1,256,6930.4
56.0,2,Xiaomi Redmi,Marrakech,0.0,0,766.49,1,0.0,Moyenne,7,83.5,0,0,128,6141.75
41.0,8,Xiaomi Redmi,Marrakech,1.0,0,1126.32,4,0.0,Moyenne,62,85.55,1,0,128,6174.55
34.0,4,Samsung Galaxy,Casablanca,0.0,1,1262.32,2,1.0,Supérieure,64,73.89,1,0,256,9613.19
54.0,6,iPhone,Agadir,0.0,0,1052.34,1,0.0,Premium,54,53.7,1,1,512,11380.65
43.0,4,iPhone,Marrakech,0.0,1,1129.29,1,1.0,Supérieure,72,91.29,0,1,512,9048.92
49.0,8,Oppo,Agadir,1.0,0,1444.44,1,1.0,Entrée,28,69.42,1,0,512,3469.35
